age,workclass,education,education-num,marital-status,occupation,relationship,race
43,Private,Assoc-voc,10,Divorced,Transport-moving,Husband,Asian-Pac-Islander
51,Private,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White
21,Private,5th-6th,13,Separated,Other-service,Not-in-family,White
75,Private,HS-grad,10,Divorced,Sales,Unmarried,White
59,Private,HS-grad,14,Divorced,Craft-repair,Husband,White
29,State-gov,HS-grad,13,Married-civ-spouse,Tech-support,Own-child,White
65,Private,HS-grad,13,Never-married,Exec-managerial,Own-child,White
78,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
53,Self-emp-not-inc,HS-grad,10,Divorced,Tech-support,Not-in-family,White
22,?,HS-grad,13,Married-civ-spouse,Adm-clerical,Unmarried,White
49,Private,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White
43,?,9th,10,Widowed,Prof-specialty,Husband,White
71,Self-emp-not-inc,Some-college,10,Married-civ-spouse,?,Own-child,Black
27,?,HS-grad,14,Married-civ-spouse,Exec-managerial,Not-in-family,White
59,Private,Masters,9,Divorced,Craft-repair,Husband,White
37,Private,Assoc-acdm,6,Married-civ-spouse,Sales,Not-in-family,White
59,Private,12th,12,Married-civ-spouse,Adm-clerical,Own-child,White
18,Private,Some-college,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
26,Private,HS-grad,9,Never-married,Farming-fishing,Husband,Asian-Pac-Islander
26,Private,HS-grad,11,Married-civ-spouse,Prof-specialty,Not-in-family,White
64,Private,Masters,13,Divorced,Exec-managerial,Not-in-family,White
39,Private,Masters,8,Married-civ-spouse,Prof-specialty,Husband,White
19,Self-emp-not-inc,HS-grad,10,Never-married,Tech-support,Husband,White
78,State-gov,Some-college,10,Never-married,Sales,Not-in-family,White
46,Self-emp-inc,Assoc-voc,13,Never-married,Other-service,Other-relative,White
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White
50,Private,Bachelors,9,Divorced,?,Husband,White
39,Private,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,White
25,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White
51,Self-emp-not-inc,Bachelors,10,Divorced,Prof-specialty,Not-in-family,White
58,Private,HS-grad,10,Never-married,Craft-repair,Husband,White
51,Private,Assoc-acdm,13,Never-married,Craft-repair,Husband,Black
36,Private,Prof-school,9,Married-civ-spouse,Prof-specialty,Husband,Black
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White
42,Private,HS-grad,13,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander
32,Private,HS-grad,9,Widowed,Handlers-cleaners,Own-child,Black
36,?,HS-grad,7,Married-civ-spouse,Protective-serv,Not-in-family,White
25,Private,9th,13,Married-civ-spouse,Sales,Husband,White
80,Self-emp-inc,Some-college,9,Divorced,Protective-serv,Husband,White
32,Federal-gov,Some-college,15,Never-married,Prof-specialty,Own-child,White
71,Private,Some-college,10,Never-married,Sales,Husband,White
35,Private,HS-grad,10,Never-married,Tech-support,Husband,Asian-Pac-Islander
34,State-gov,7th-8th,9,Never-married,Exec-managerial,Own-child,White
30,Private,11th,10,Never-married,Sales,Not-in-family,White
20,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White
25,Self-emp-inc,9th,11,Married-civ-spouse,Farming-fishing,Not-in-family,White
44,Private,HS-grad,9,Never-married,Other-service,Unmarried,Other
38,Without-pay,Bachelors,9,Divorced,Handlers-cleaners,Husband,White
26,Private,Some-college,5,Never-married,Craft-repair,Husband,White
30,Private,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White
73,Private,HS-grad,14,Divorced,Prof-specialty,Not-in-family,White
26,Private,Prof-school,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander
32,Private,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,White
52,Private,HS-grad,14,Married-civ-spouse,Tech-support,Unmarried,White
40,Private,HS-grad,11,Divorced,Sales,Unmarried,White
34,Private,Doctorate,11,Divorced,Sales,Not-in-family,Asian-Pac-Islander
26,Private,Some-college,9,Married-civ-spouse,Craft-repair,Not-in-family,White
54,Self-emp-not-inc,Some-college,7,Divorced,Prof-specialty,Wife,White
77,Self-emp-not-inc,Assoc-voc,13,Married-civ-spouse,Other-service,Husband,White
57,Local-gov,HS-grad,14,Divorced,Adm-clerical,Unmarried,White
19,Private,Some-college,6,Married-civ-spouse,Sales,Husband,White
57,Self-emp-not-inc,Some-college,14,Never-married,Prof-specialty,Own-child,White
33,Private,11th,10,Married-civ-spouse,Exec-managerial,Not-in-family,Other
38,Private,Bachelors,9,Never-married,Adm-clerical,Not-in-family,White
23,Local-gov,Some-college,10,Divorced,Craft-repair,Husband,Asian-Pac-Islander
26,Private,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White
58,Federal-gov,11th,9,Married-civ-spouse,Prof-specialty,Husband,White
17,Private,Some-college,14,Divorced,Exec-managerial,Own-child,White
26,Private,12th,13,Married-civ-spouse,Sales,Husband,White
58,Local-gov,HS-grad,12,Married-civ-spouse,Craft-repair,Not-in-family,White
33,Private,Some-college,13,Never-married,Sales,Other-relative,White
22,Private,Bachelors,9,Never-married,?,Not-in-family,Black
52,Private,Bachelors,10,Divorced,Machine-op-inspct,Wife,Black
35,Private,9th,4,Divorced,Prof-specialty,Husband,White
44,Private,10th,15,Never-married,Machine-op-inspct,Husband,Black
40,Private,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White
29,Local-gov,Masters,10,Married-civ-spouse,Craft-repair,Husband,Black
24,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Black
32,?,7th-8th,13,Never-married,?,Husband,White
32,Private,Bachelors,13,Divorced,Sales,Husband,White
31,Self-emp-not-inc,HS-grad,11,Widowed,Craft-repair,Not-in-family,White
50,Private,Bachelors,10,Never-married,Other-service,Husband,White
32,Private,Some-college,13,Separated,Craft-repair,Husband,White
42,Private,HS-grad,14,Never-married,Sales,Husband,White
54,?,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White
24,?,Assoc-acdm,10,Married-civ-spouse,?,Unmarried,White
24,Self-emp-inc,HS-grad,10,Never-married,Adm-clerical,Husband,Black
21,Private,Bachelors,10,Never-married,Farming-fishing,Husband,White
40,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White
33,State-gov,HS-grad,15,Married-civ-spouse,Tech-support,Husband,White
47,Private,Bachelors,9,Never-married,Sales,Unmarried,White
25,Local-gov,Masters,16,Married-civ-spouse,Sales,Husband,White
72,Private,Bachelors,9,Never-married,Sales,Other-relative,White
22,Private,Some-college,10,Divorced,Craft-repair,Husband,White
42,Private,Some-college,9,Never-married,Other-service,Husband,White
28,Private,Some-college,13,Never-married,Machine-op-inspct,Not-in-family,White
32,Private,HS-grad,10,Never-married,Craft-repair,Not-in-family,White
40,Private,Some-college,13,Divorced,Sales,Not-in-family,White
44,?,HS-grad,5,Never-married,Sales,Husband,White
54,Private,10th,4,Widowed,Prof-specialty,Not-in-family,Black
50,Private,Bachelors,9,Divorced,?,Husband,White
37,Private,Bachelors,13,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo
59,Private,11th,10,Separated,Exec-managerial,Not-in-family,White
24,Private,Bachelors,10,Divorced,Craft-repair,Own-child,White
25,Local-gov,10th,13,Married-civ-spouse,Other-service,Not-in-family,Black
43,?,Some-college,7,Divorced,Machine-op-inspct,Husband,White
29,Self-emp-inc,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,White
23,Private,Doctorate,13,Never-married,Sales,Not-in-family,Black
31,Private,Bachelors,9,Never-married,Protective-serv,Not-in-family,White
27,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White
31,Local-gov,HS-grad,10,Never-married,Tech-support,Husband,Black
31,Local-gov,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White
18,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black
73,Private,HS-grad,5,Never-married,Machine-op-inspct,Own-child,White
27,Private,5th-6th,9,Married-civ-spouse,Adm-clerical,Husband,White
44,Self-emp-not-inc,HS-grad,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander
29,Private,HS-grad,12,Never-married,?,Wife,Black
46,Private,Bachelors,13,Never-married,Prof-specialty,Husband,White
29,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Own-child,White
67,Private,7th-8th,14,Married-civ-spouse,Exec-managerial,Husband,White
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White
69,Private,5th-6th,13,Divorced,Prof-specialty,Husband,White
58,Private,10th,4,Never-married,Craft-repair,Husband,White
53,Private,Bachelors,10,Divorced,Craft-repair,Not-in-family,White
52,Private,Some-college,10,Never-married,Other-service,Husband,White
42,Self-emp-inc,HS-grad,10,Never-married,Prof-specialty,Husband,White
57,Private,Some-college,13,Never-married,Other-service,Husband,White
22,Private,Masters,9,Never-married,Machine-op-inspct,Husband,White
63,Self-emp-not-inc,Prof-school,6,Married-civ-spouse,Exec-managerial,Wife,White
58,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White
74,Self-emp-not-inc,Doctorate,13,Widowed,Adm-clerical,Unmarried,Black
74,Private,12th,9,Married-civ-spouse,Sales,Unmarried,White
36,Private,Prof-school,9,Married-civ-spouse,Exec-managerial,Other-relative,White
20,State-gov,Prof-school,13,Never-married,Exec-managerial,Husband,White
35,State-gov,Some-college,13,Divorced,Exec-managerial,Husband,White
76,Private,Some-college,10,Widowed,Craft-repair,Husband,White
23,Private,Some-college,9,Married-civ-spouse,Other-service,Not-in-family,White
49,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White
69,Private,Some-college,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander
38,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White
52,Private,HS-grad,2,Never-married,?,Husband,Black
79,Private,5th-6th,12,Never-married,Prof-specialty,Other-relative,White
59,Self-emp-not-inc,Bachelors,10,Never-married,Craft-repair,Husband,White
61,Private,Bachelors,9,Never-married,Prof-specialty,Own-child,White
77,Federal-gov,Masters,15,Never-married,Machine-op-inspct,Not-in-family,White
50,State-gov,10th,13,Married-civ-spouse,Prof-specialty,Not-in-family,White
17,Self-emp-not-inc,HS-grad,10,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo
61,Self-emp-not-inc,HS-grad,7,Married-civ-spouse,Craft-repair,Not-in-family,White
47,Private,Some-college,13,Divorced,Other-service,Unmarried,White
55,Private,Some-college,10,Divorced,Farming-fishing,Unmarried,White
45,Private,Masters,9,Never-married,Prof-specialty,Not-in-family,White
32,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White
58,Local-gov,Bachelors,10,Married-civ-spouse,?,Husband,White
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander
32,Private,Assoc-acdm,9,Married-civ-spouse,Tech-support,Not-in-family,White
33,Self-emp-not-inc,Bachelors,13,Never-married,Adm-clerical,Husband,White
56,Private,HS-grad,7,Married-civ-spouse,Sales,Not-in-family,White
27,Private,Some-college,9,Widowed,Other-service,Own-child,White
40,Private,Bachelors,10,Never-married,Handlers-cleaners,Husband,Black
50,Private,7th-8th,13,Divorced,Prof-specialty,Wife,White
35,Self-emp-inc,Masters,11,Married-civ-spouse,Sales,Wife,White
53,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Unmarried,White
27,Private,HS-grad,9,Separated,Sales,Unmarried,White
70,Self-emp-not-inc,Masters,13,Married-civ-spouse,Exec-managerial,Not-in-family,White
22,Private,HS-grad,6,Never-married,Transport-moving,Husband,White
28,Private,HS-grad,10,Married-civ-spouse,Sales,Husband,White
22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black
69,Private,Bachelors,4,Never-married,Adm-clerical,Husband,White
38,Private,Bachelors,13,Divorced,Farming-fishing,Husband,White
22,Private,10th,7,Married-spouse-absent,Prof-specialty,Not-in-family,White
36,Private,Some-college,13,Married-civ-spouse,Machine-op-inspct,Own-child,White
61,Private,Masters,1,Married-civ-spouse,Transport-moving,Own-child,Black
38,Self-emp-not-inc,Bachelors,8,Married-civ-spouse,Craft-repair,Wife,White
23,Private,Some-college,15,Married-civ-spouse,Craft-repair,Husband,White
47,Private,HS-grad,12,Married-civ-spouse,Prof-specialty,Own-child,White
69,Private,Bachelors,9,Married-civ-spouse,Other-service,Wife,White
51,Private,Masters,13,Never-married,Farming-fishing,Wife,White
42,Self-emp-not-inc,HS-grad,11,Never-married,Prof-specialty,Not-in-family,White
23,Private,Masters,8,Married-civ-spouse,Adm-clerical,Unmarried,White
53,Private,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White
44,Private,Assoc-acdm,10,Married-civ-spouse,Machine-op-inspct,Husband,White
50,Self-emp-not-inc,HS-grad,10,Married-civ-spouse,Other-service,Husband,White
25,Private,Masters,10,Divorced,Exec-managerial,Husband,White
57,Private,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White
22,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Other-service,Wife,White
78,Federal-gov,9th,13,Married-civ-spouse,Transport-moving,Not-in-family,White
44,Private,Some-college,13,Separated,Exec-managerial,Own-child,White
30,Private,Some-college,2,Married-civ-spouse,Protective-serv,Unmarried,White
58,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White
50,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White
33,Private,Some-college,10,Divorced,Tech-support,Husband,White
32,Private,Bachelors,9,Never-married,Sales,Own-child,White
46,Private,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White
25,Private,HS-grad,10,Never-married,Tech-support,Unmarried,White
37,Private,HS-grad,11,Divorced,Adm-clerical,Own-child,White
32,?,Assoc-voc,13,Married-civ-spouse,Transport-moving,Husband,White
39,Private,Masters,9,Never-married,Adm-clerical,Husband,White
48,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Husband,Black
43,Private,Some-college,9,Never-married,?,Husband,White
17,Private,Masters,8,Separated,Prof-specialty,Unmarried,Black
22,Private,HS-grad,13,Married-civ-spouse,Exec-managerial,Wife,White
36,Private,12th,7,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander
45,Private,Assoc-voc,9,Never-married,Adm-clerical,Own-child,White
53,Private,Some-college,13,Never-married,Exec-managerial,Husband,White
74,Local-gov,Bachelors,9,Never-married,Sales,Not-in-family,White
31,Private,Some-college,10,Divorced,Craft-repair,Wife,Black
48,Private,Bachelors,11,Married-civ-spouse,Exec-managerial,Own-child,White
52,Private,Doctorate,5,Never-married,Other-service,Not-in-family,White
39,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White
29,Self-emp-not-inc,Some-college,14,Married-civ-spouse,?,Husband,Black
28,State-gov,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White
18,?,Bachelors,2,Divorced,Sales,Husband,White
23,?,Masters,9,Divorced,Sales,Husband,White
32,Private,Assoc-voc,13,Married-civ-spouse,Transport-moving,Own-child,White
65,Private,Masters,10,Married-civ-spouse,Other-service,Wife,White
