age,workclass,education,education-num,marital-status,occupation,relationship,race
88,State-gov,Some-college,15,Divorced,Sales,Other-relative,Other
41,Self-emp-not-inc,5th-6th,16,Married-spouse-absent,Craft-repair,Husband,White
63,Local-gov,Some-college,4,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other
56,State-gov,11th,5,Married-AF-spouse,Priv-house-serv,Not-in-family,Other
35,Without-pay,Some-college,4,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander
62,?,7th-8th,7,Married-AF-spouse,Priv-house-serv,Wife,White
25,Federal-gov,Masters,2,Separated,Transport-moving,Other-relative,Black
25,Self-emp-inc,Assoc-voc,5,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander
73,Without-pay,Bachelors,2,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander
49,Self-emp-not-inc,Prof-school,8,Never-married,Transport-moving,Own-child,Black
70,Local-gov,12th,5,Widowed,Craft-repair,Own-child,White
79,Federal-gov,Some-college,16,Widowed,Armed-Forces,Other-relative,Asian-Pac-Islander
45,Without-pay,Masters,3,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo
63,Local-gov,10th,16,Married-spouse-absent,Armed-Forces,Not-in-family,Other
76,Local-gov,Assoc-voc,3,Divorced,Sales,Own-child,Asian-Pac-Islander
85,Never-worked,10th,1,Married-spouse-absent,Armed-Forces,Unmarried,White
53,Never-worked,Preschool,12,Married-AF-spouse,Machine-op-inspct,Wife,Black
34,Private,Assoc-voc,4,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander
45,State-gov,Assoc-voc,7,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
20,Self-emp-inc,Bachelors,10,Never-married,Sales,Wife,Amer-Indian-Eskimo
86,Self-emp-not-inc,Doctorate,14,Married-AF-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander
58,Never-worked,Doctorate,1,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo
67,Never-worked,Doctorate,12,Widowed,Craft-repair,Not-in-family,Other
47,Without-pay,Masters,2,Married-AF-spouse,Prof-specialty,Other-relative,White
76,Local-gov,Masters,11,Separated,Transport-moving,Not-in-family,Other
60,Without-pay,Preschool,1,Widowed,Craft-repair,Not-in-family,Black
43,Private,9th,10,Divorced,Adm-clerical,Unmarried,White
29,Local-gov,Doctorate,7,Never-married,Sales,Not-in-family,Asian-Pac-Islander
38,Self-emp-inc,Assoc-acdm,5,Divorced,Other-service,Own-child,Black
40,Without-pay,HS-grad,4,Widowed,Craft-repair,Not-in-family,Black
54,?,Masters,5,Married-AF-spouse,Prof-specialty,Unmarried,Black
42,Without-pay,Assoc-voc,5,Married-spouse-absent,Priv-house-serv,Wife,Black
50,Private,5th-6th,8,Divorced,Protective-serv,Other-relative,White
38,State-gov,Bachelors,7,Divorced,Priv-house-serv,Own-child,Amer-Indian-Eskimo
38,Federal-gov,10th,12,Married-spouse-absent,Armed-Forces,Own-child,Black
57,State-gov,HS-grad,4,Never-married,Sales,Husband,Amer-Indian-Eskimo
53,Federal-gov,HS-grad,12,Married-AF-spouse,Machine-op-inspct,Other-relative,Black
85,Without-pay,Bachelors,14,Married-spouse-absent,Armed-Forces,Unmarried,White
62,Without-pay,Doctorate,5,Divorced,Adm-clerical,Wife,White
55,Never-worked,Prof-school,8,Married-spouse-absent,Tech-support,Other-relative,Amer-Indian-Eskimo
56,State-gov,Bachelors,3,Married-AF-spouse,Sales,Own-child,White
26,Never-worked,5th-6th,16,Divorced,Other-service,Own-child,Black
67,Never-worked,HS-grad,12,Widowed,Farming-fishing,Wife,White
28,Local-gov,10th,2,Married-spouse-absent,Armed-Forces,Unmarried,White
75,Without-pay,Doctorate,7,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo
74,Self-emp-inc,Some-college,15,Widowed,Craft-repair,Wife,Black
52,Private,Masters,8,Never-married,Adm-clerical,Own-child,White
24,Self-emp-not-inc,9th,8,Married-spouse-absent,Protective-serv,Wife,Black
34,Never-worked,Assoc-acdm,15,Married-AF-spouse,Other-service,Not-in-family,Asian-Pac-Islander
72,Self-emp-inc,1st-4th,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander
67,Never-worked,9th,10,Widowed,Protective-serv,Husband,Black
59,Self-emp-not-inc,1st-4th,14,Separated,?,Unmarried,Black
61,Local-gov,Bachelors,1,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo
70,Local-gov,Doctorate,1,Married-AF-spouse,Exec-managerial,Own-child,White
39,Self-emp-inc,HS-grad,6,Married-AF-spouse,?,Husband,Amer-Indian-Eskimo
49,Never-worked,Preschool,8,Married-spouse-absent,Tech-support,Unmarried,Black
79,?,Bachelors,12,Married-civ-spouse,Farming-fishing,Other-relative,Other
35,Federal-gov,Assoc-voc,8,Married-AF-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander
40,?,Bachelors,1,Married-civ-spouse,Farming-fishing,Not-in-family,Black
30,Private,9th,12,Never-married,Handlers-cleaners,Other-relative,Black
38,Self-emp-not-inc,1st-4th,9,Separated,?,Own-child,Black
25,Federal-gov,1st-4th,8,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander
24,Self-emp-not-inc,12th,3,Married-spouse-absent,Protective-serv,Other-relative,Black
52,Local-gov,HS-grad,8,Never-married,Adm-clerical,Own-child,Other
29,State-gov,Doctorate,13,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander
21,Never-worked,10th,12,Separated,Farming-fishing,Unmarried,Asian-Pac-Islander
50,Without-pay,9th,8,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander
21,Never-worked,HS-grad,16,Married-AF-spouse,?,Unmarried,Asian-Pac-Islander
29,Local-gov,Bachelors,16,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander
36,State-gov,Bachelors,11,Married-spouse-absent,Armed-Forces,Unmarried,Asian-Pac-Islander
69,Never-worked,5th-6th,15,Married-AF-spouse,Prof-specialty,Not-in-family,Black
18,Self-emp-not-inc,Prof-school,7,Widowed,Transport-moving,Own-child,Asian-Pac-Islander
31,Self-emp-inc,1st-4th,2,Married-AF-spouse,Prof-specialty,Other-relative,Other
49,Without-pay,Prof-school,7,Never-married,Transport-moving,Wife,Black
63,Local-gov,Masters,15,Married-AF-spouse,Prof-specialty,Other-relative,Other
80,Self-emp-inc,Doctorate,3,Widowed,Craft-repair,Husband,Asian-Pac-Islander
59,Self-emp-inc,Assoc-acdm,15,Separated,?,Wife,Black
48,Local-gov,Assoc-voc,8,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander
51,Without-pay,Doctorate,12,Divorced,Machine-op-inspct,Husband,Asian-Pac-Islander
26,Without-pay,Some-college,6,Separated,?,Own-child,Asian-Pac-Islander
31,Federal-gov,1st-4th,9,Never-married,Handlers-cleaners,Other-relative,Other
46,Local-gov,7th-8th,13,Married-AF-spouse,Prof-specialty,Husband,Black
68,Self-emp-not-inc,7th-8th,5,Married-spouse-absent,Priv-house-serv,Unmarried,Black
76,Federal-gov,Doctorate,10,Divorced,Tech-support,Wife,Asian-Pac-Islander
59,Self-emp-inc,9th,5,Separated,?,Unmarried,Black
74,Local-gov,Assoc-acdm,4,Married-AF-spouse,Adm-clerical,Husband,Black
67,Local-gov,Some-college,10,Widowed,Craft-repair,Unmarried,Other
79,?,Bachelors,13,Married-civ-spouse,Farming-fishing,Other-relative,White
55,Federal-gov,10th,6,Never-married,Tech-support,Husband,White
88,Federal-gov,Bachelors,11,Married-AF-spouse,Priv-house-serv,Other-relative,Other
71,Private,9th,13,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo
27,State-gov,Bachelors,5,Never-married,Sales,Own-child,Black
23,Self-emp-inc,Preschool,4,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo
45,Without-pay,5th-6th,7,Married-AF-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
58,Self-emp-inc,Masters,10,Never-married,Transport-moving,Own-child,Other
90,Never-worked,9th,8,Married-spouse-absent,Protective-serv,Own-child,Amer-Indian-Eskimo
51,Federal-gov,9th,12,Divorced,Protective-serv,Own-child,White
48,Local-gov,Masters,10,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander
39,Federal-gov,7th-8th,9,Never-married,Sales,Husband,Other
36,Self-emp-inc,Doctorate,10,Never-married,Exec-managerial,Husband,Asian-Pac-Islander
64,Local-gov,1st-4th,2,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo
57,?,10th,11,Married-spouse-absent,Armed-Forces,Husband,Amer-Indian-Eskimo
76,Local-gov,9th,10,Separated,?,Own-child,Other
49,Never-worked,9th,13,Married-AF-spouse,?,Own-child,Black
34,State-gov,Prof-school,1,Divorced,Other-service,Unmarried,White
72,Self-emp-inc,Doctorate,1,Separated,Craft-repair,Own-child,Asian-Pac-Islander
57,Federal-gov,10th,16,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo
81,Self-emp-not-inc,7th-8th,3,Married-spouse-absent,Priv-house-serv,Husband,Other
71,Private,12th,13,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo
31,Self-emp-inc,11th,9,Never-married,Sales,Other-relative,Other
81,Federal-gov,5th-6th,3,Never-married,Other-service,Husband,Other
65,State-gov,Masters,1,Never-married,Adm-clerical,Own-child,Black
62,Self-emp-not-inc,Preschool,9,Separated,Exec-managerial,Wife,White
68,Self-emp-not-inc,5th-6th,15,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander
65,State-gov,Preschool,6,Married-AF-spouse,Priv-house-serv,Own-child,Black
88,Federal-gov,Preschool,15,Married-AF-spouse,Tech-support,Husband,White
40,Local-gov,Some-college,4,Married-AF-spouse,Prof-specialty,Not-in-family,Black
77,Never-worked,10th,8,Married-AF-spouse,Adm-clerical,Own-child,Asian-Pac-Islander
47,Without-pay,10th,2,Married-AF-spouse,Priv-house-serv,Other-relative,Black
23,Federal-gov,5th-6th,2,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo
79,Federal-gov,1st-4th,12,Widowed,Farming-fishing,Husband,Amer-Indian-Eskimo
28,Private,Bachelors,1,Married-spouse-absent,Armed-Forces,Unmarried,White
30,?,Bachelors,12,Married-spouse-absent,Protective-serv,Other-relative,Black
47,Private,Assoc-acdm,8,Never-married,Handlers-cleaners,Not-in-family,Black
84,Self-emp-not-inc,10th,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo
18,Without-pay,Prof-school,9,Separated,Transport-moving,Own-child,Asian-Pac-Islander
48,Never-worked,10th,14,Married-AF-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander
59,Self-emp-not-inc,HS-grad,14,Separated,?,Husband,Other
47,Private,1st-4th,11,Never-married,Handlers-cleaners,Other-relative,White
41,Self-emp-inc,10th,15,Widowed,Armed-Forces,Wife,Black
30,Local-gov,9th,3,Never-married,Handlers-cleaners,Other-relative,Black
58,Never-worked,1st-4th,10,Widowed,Transport-moving,Other-relative,Other
46,Local-gov,Bachelors,13,Separated,Sales,Husband,Asian-Pac-Islander
82,Federal-gov,5th-6th,6,Married-AF-spouse,Other-service,Other-relative,Amer-Indian-Eskimo
75,Without-pay,Bachelors,7,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander
42,Without-pay,5th-6th,1,Married-AF-spouse,Prof-specialty,Wife,Black
80,?,Doctorate,12,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander
80,Self-emp-inc,Doctorate,5,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander
18,State-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander
23,Private,Bachelors,1,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo
51,Without-pay,HS-grad,11,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo
78,Self-emp-not-inc,1st-4th,4,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander
26,Never-worked,11th,16,Divorced,Other-service,Own-child,Asian-Pac-Islander
73,Local-gov,Doctorate,2,Separated,Exec-managerial,Wife,Black
23,Never-worked,Some-college,7,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo
70,Local-gov,10th,9,Married-AF-spouse,Exec-managerial,Not-in-family,White
36,Self-emp-inc,Doctorate,14,Separated,Exec-managerial,Husband,Asian-Pac-Islander
79,?,9th,6,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo
87,Never-worked,Assoc-acdm,11,Married-AF-spouse,Other-service,Not-in-family,Asian-Pac-Islander
23,?,Some-college,7,Married-AF-spouse,Machine-op-inspct,Other-relative,White
57,Private,Preschool,3,Divorced,Tech-support,Own-child,Amer-Indian-Eskimo
82,Federal-gov,9th,14,Never-married,Handlers-cleaners,Other-relative,Other
50,Private,5th-6th,15,Married-civ-spouse,Protective-serv,Own-child,Black
82,State-gov,9th,4,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo
86,Self-emp-inc,12th,12,Married-civ-spouse,Protective-serv,Unmarried,Asian-Pac-Islander
65,State-gov,11th,8,Married-spouse-absent,Tech-support,Not-in-family,Black
65,State-gov,11th,6,Married-civ-spouse,Tech-support,Husband,Black
53,State-gov,11th,12,Married-AF-spouse,Machine-op-inspct,Not-in-family,Black
49,Never-worked,Prof-school,8,Never-married,Transport-moving,Own-child,Black
71,Private,Assoc-voc,13,Divorced,Other-service,Not-in-family,Other
63,Local-gov,11th,11,Married-civ-spouse,Sales,Other-relative,Other
65,State-gov,10th,6,Married-civ-spouse,Tech-support,Not-in-family,Black
54,?,Assoc-acdm,3,Separated,Handlers-cleaners,Unmarried,Black
37,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Husband,Black
60,Federal-gov,11th,1,Married-civ-spouse,Exec-managerial,Not-in-family,Black
74,Self-emp-inc,Bachelors,4,Married-civ-spouse,Sales,Wife,Black
83,State-gov,Some-college,11,Married-AF-spouse,Prof-specialty,Husband,Other
41,Self-emp-inc,HS-grad,5,Separated,?,Husband,White
52,?,Assoc-voc,1,Married-AF-spouse,Priv-house-serv,Own-child,White
71,Private,11th,13,Married-AF-spouse,Other-service,Wife,Amer-Indian-Eskimo
64,Local-gov,Some-college,11,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander
39,Self-emp-inc,10th,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander
26,Without-pay,5th-6th,16,Divorced,Protective-serv,Unmarried,Black
33,Self-emp-inc,Some-college,8,Never-married,Craft-repair,Own-child,Asian-Pac-Islander
63,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Other-relative,Other
41,Self-emp-inc,HS-grad,5,Separated,?,Wife,White
73,State-gov,Bachelors,6,Widowed,Farming-fishing,Own-child,Other
87,Federal-gov,Masters,1,Married-AF-spouse,Prof-specialty,Own-child,Other
24,Local-gov,5th-6th,3,Separated,?,Other-relative,Amer-Indian-Eskimo
51,Local-gov,Bachelors,12,Married-spouse-absent,Armed-Forces,Own-child,Asian-Pac-Islander
40,Local-gov,Bachelors,4,Married-spouse-absent,Craft-repair,Other-relative,Black
71,Never-worked,Bachelors,13,Married-AF-spouse,Sales,Not-in-family,Amer-Indian-Eskimo
76,Never-worked,Some-college,11,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander
67,Never-worked,9th,10,Married-AF-spouse,Other-service,Unmarried,Other
33,Never-worked,11th,5,Married-AF-spouse,Machine-op-inspct,Own-child,White
53,Federal-gov,Preschool,12,Widowed,Craft-repair,Other-relative,Black
38,Self-emp-not-inc,Prof-school,9,Divorced,Other-service,Own-child,Amer-Indian-Eskimo
24,Without-pay,9th,5,Separated,?,Wife,Asian-Pac-Islander
45,Never-worked,Masters,10,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo
20,Self-emp-inc,Assoc-voc,15,Separated,Sales,Unmarried,Amer-Indian-Eskimo
79,Federal-gov,10th,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander
26,Never-worked,Doctorate,15,Never-married,Other-service,Own-child,Asian-Pac-Islander
75,Local-gov,11th,8,Married-AF-spouse,Tech-support,Husband,Asian-Pac-Islander
58,Self-emp-inc,Prof-school,1,Separated,Transport-moving,Other-relative,Other
79,?,5th-6th,12,Married-civ-spouse,Protective-serv,Not-in-family,White
34,Private,Bachelors,4,Never-married,Sales,Wife,Asian-Pac-Islander
85,Without-pay,Assoc-acdm,1,Separated,?,Unmarried,Asian-Pac-Islander
64,Private,Prof-school,15,Widowed,Transport-moving,Own-child,Asian-Pac-Islander
29,Local-gov,Doctorate,7,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander
54,?,Masters,4,Married-AF-spouse,Other-service,Unmarried,Black
81,Federal-gov,5th-6th,3,Divorced,Other-service,Own-child,Other
19,Federal-gov,12th,14,Never-married,Adm-clerical,Not-in-family,White
83,State-gov,Bachelors,7,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander
84,Private,Doctorate,9,Married-civ-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo
34,Never-worked,Assoc-acdm,11,Divorced,Other-service,Not-in-family,Asian-Pac-Islander
61,Federal-gov,Bachelors,1,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo
64,State-gov,Prof-school,12,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo
87,Federal-gov,Doctorate,15,Married-civ-spouse,Farming-fishing,Own-child,Asian-Pac-Islander
19,Federal-gov,Masters,14,Married-spouse-absent,Adm-clerical,Not-in-family,White
72,Self-emp-inc,Bachelors,1,Separated,Craft-repair,Husband,Asian-Pac-Islander
66,Self-emp-not-inc,Doctorate,10,Married-AF-spouse,Machine-op-inspct,Other-relative,Other
76,Federal-gov,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander
67,Never-worked,5th-6th,12,Married-AF-spouse,Other-service,Not-in-family,White
18,?,Prof-school,16,Never-married,Transport-moving,Own-child,Asian-Pac-Islander
74,Local-gov,Masters,12,Never-married,Transport-moving,Unmarried,Black
87,Never-worked,10th,1,Married-spouse-absent,Armed-Forces,Not-in-family,Other
83,State-gov,Bachelors,6,Married-AF-spouse,Prof-specialty,Wife,Other
47,Private,Doctorate,11,Never-married,Sales,Not-in-family,Asian-Pac-Islander
44,State-gov,11th,13,Divorced,Sales,Other-relative,White
41,Self-emp-inc,Prof-school,15,Widowed,Transport-moving,Wife,Amer-Indian-Eskimo
53,Self-emp-not-inc,HS-grad,10,Married-AF-spouse,Machine-op-inspct,Wife,Black
66,Self-emp-not-inc,Bachelors,1,Married-AF-spouse,Prof-specialty,Not-in-family,Other
86,Never-worked,9th,5,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander
64,Federal-gov,5th-6th,15,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo
28,Private,HS-grad,1,Divorced,Transport-moving,Unmarried,White
87,Federal-gov,10th,7,Married-spouse-absent,Priv-house-serv,Not-in-family,Other
77,Private,HS-grad,6,Separated,?,Own-child,White
71,State-gov,5th-6th,13,Married-civ-spouse,Protective-serv,Not-in-family,Other
29,?,10th,16,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander
74,Self-emp-inc,Bachelors,4,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo
50,Private,Doctorate,8,Widowed,Exec-managerial,Wife,Asian-Pac-Islander
75,Without-pay,Preschool,1,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo
23,Self-emp-inc,5th-6th,7,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo
57,Private,10th,13,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo
80,Self-emp-inc,Preschool,16,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander
71,Private,HS-grad,8,Never-married,Handlers-cleaners,Not-in-family,Other
58,Never-worked,Masters,14,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo
25,Federal-gov,HS-grad,5,Never-married,Handlers-cleaners,Other-relative,White
43,Private,Some-college,6,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo
80,Self-emp-inc,Some-college,12,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander
46,Local-gov,7th-8th,9,Married-AF-spouse,Prof-specialty,Unmarried,Black
17,State-gov,Assoc-voc,10,Married-spouse-absent,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo
26,Never-worked,Assoc-voc,9,Divorced,Other-service,Own-child,Black
68,Self-emp-not-inc,Doctorate,6,Separated,Craft-repair,Unmarried,Black
50,Private,5th-6th,8,Separated,Protective-serv,Own-child,Black
77,Self-emp-inc,HS-grad,12,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander
71,Private,Assoc-voc,13,Divorced,Other-service,Own-child,Other
47,?,HS-grad,2,Never-married,Transport-moving,Other-relative,Black
63,?,5th-6th,16,Married-spouse-absent,Armed-Forces,Other-relative,Other
88,Federal-gov,11th,6,Never-married,Sales,Husband,White
37,Self-emp-inc,Assoc-acdm,9,Married-AF-spouse,?,Other-relative,Amer-Indian-Eskimo
17,State-gov,HS-grad,7,Divorced,Machine-op-inspct,Unmarried,White
23,Private,Some-college,7,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo
46,Local-gov,Bachelors,9,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
58,Self-emp-inc,Doctorate,14,Separated,Farming-fishing,Other-relative,Other
65,State-gov,10th,12,Married-AF-spouse,Priv-house-serv,Own-child,Black
64,Local-gov,10th,1,Married-AF-spouse,Machine-op-inspct,Own-child,Other
62,State-gov,Some-college,7,Widowed,Farming-fishing,Wife,White
36,Self-emp-inc,10th,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander
80,Self-emp-not-inc,10th,16,Married-AF-spouse,Priv-house-serv,Husband,Asian-Pac-Islander
75,Without-pay,10th,1,Divorced,Priv-house-serv,Other-relative,White
67,Never-worked,Assoc-acdm,11,Separated,?,Not-in-family,White
41,Self-emp-inc,HS-grad,12,Divorced,Adm-clerical,Wife,White
41,Self-emp-inc,HS-grad,15,Widowed,Craft-repair,Husband,Black
60,Without-pay,Doctorate,13,Widowed,Farming-fishing,Own-child,Black
79,?,Bachelors,16,Widowed,Farming-fishing,Husband,Asian-Pac-Islander
39,Federal-gov,1st-4th,9,Widowed,Handlers-cleaners,Husband,White
56,State-gov,Doctorate,5,Married-AF-spouse,Other-service,Own-child,White
33,Self-emp-not-inc,HS-grad,8,Separated,?,Own-child,White
50,Private,HS-grad,9,Separated,?,Wife,Black
23,Never-worked,10th,1,Married-AF-spouse,Machine-op-inspct,Own-child,White
63,Local-gov,11th,16,Never-married,Sales,Other-relative,Other
28,Local-gov,10th,14,Widowed,Armed-Forces,Unmarried,White
57,State-gov,HS-grad,8,Separated,Sales,Own-child,Amer-Indian-Eskimo
79,Federal-gov,Masters,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander
75,Local-gov,11th,1,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo
62,Self-emp-not-inc,Bachelors,7,Never-married,Farming-fishing,Wife,White
32,State-gov,Assoc-voc,10,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander
56,State-gov,Assoc-voc,5,Married-AF-spouse,Machine-op-inspct,Not-in-family,Other
66,Private,10th,1,Married-AF-spouse,Machine-op-inspct,Other-relative,Other
65,State-gov,Bachelors,12,Married-civ-spouse,Farming-fishing,Not-in-family,Black
59,Self-emp-not-inc,9th,5,Separated,?,Other-relative,White
83,?,Bachelors,6,Married-AF-spouse,Prof-specialty,Husband,Asian-Pac-Islander
83,State-gov,1st-4th,6,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander
56,State-gov,Bachelors,8,Married-spouse-absent,Armed-Forces,Own-child,White
21,Self-emp-not-inc,Preschool,3,Married-AF-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander
71,Never-worked,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo
52,Self-emp-not-inc,HS-grad,12,Widowed,Craft-repair,Other-relative,White
20,Self-emp-inc,Assoc-voc,10,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo
41,Self-emp-not-inc,Doctorate,5,Never-married,Adm-clerical,Husband,White
37,Self-emp-inc,Assoc-acdm,9,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo
86,Self-emp-not-inc,Bachelors,14,Married-AF-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander
82,Never-worked,Prof-school,14,Separated,Transport-moving,Other-relative,Asian-Pac-Islander
42,Without-pay,Preschool,4,Married-spouse-absent,Priv-house-serv,Wife,Black
49,Local-gov,Masters,8,Widowed,Transport-moving,Other-relative,Black
30,Local-gov,Masters,12,Widowed,Transport-moving,Other-relative,Black
24,Without-pay,Bachelors,8,Separated,Sales,Wife,Asian-Pac-Islander
65,Private,Bachelors,12,Married-spouse-absent,Armed-Forces,Other-relative,Black
42,?,Bachelors,4,Married-civ-spouse,Protective-serv,Wife,Black
67,Local-gov,HS-grad,4,Widowed,Craft-repair,Not-in-family,Black
49,Without-pay,Bachelors,10,Divorced,Tech-support,Other-relative,Black
42,?,11th,5,Married-spouse-absent,Priv-house-serv,Wife,Black
43,Local-gov,HS-grad,9,Separated,?,Unmarried,Amer-Indian-Eskimo
45,State-gov,Masters,10,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo
30,Without-pay,Doctorate,12,Separated,Craft-repair,Other-relative,Black
59,Self-emp-not-inc,10th,12,Married-civ-spouse,Exec-managerial,Wife,Other
38,State-gov,Doctorate,6,Married-AF-spouse,Other-service,Own-child,Amer-Indian-Eskimo
36,Self-emp-inc,10th,10,Married-spouse-absent,Armed-Forces,Husband,Asian-Pac-Islander
74,Local-gov,10th,15,Married-AF-spouse,Tech-support,Husband,Amer-Indian-Eskimo
50,Private,11th,15,Never-married,Exec-managerial,Wife,Asian-Pac-Islander
80,Self-emp-inc,5th-6th,4,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander
24,Private,Doctorate,9,Married-civ-spouse,Farming-fishing,Wife,Black
86,Federal-gov,5th-6th,7,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo
50,Private,Bachelors,15,Married-civ-spouse,Protective-serv,Own-child,Asian-Pac-Islander
68,Self-emp-not-inc,10th,15,Married-spouse-absent,Armed-Forces,Other-relative,Asian-Pac-Islander
81,Self-emp-not-inc,11th,16,Married-spouse-absent,Priv-house-serv,Husband,Other
30,Local-gov,Some-college,12,Widowed,Craft-repair,Other-relative,Black
84,Self-emp-not-inc,1st-4th,9,Separated,Farming-fishing,Own-child,Amer-Indian-Eskimo
32,Never-worked,11th,10,Married-AF-spouse,Exec-managerial,Own-child,Asian-Pac-Islander
76,Local-gov,9th,10,Never-married,Sales,Own-child,Asian-Pac-Islander
67,Local-gov,Bachelors,12,Widowed,Craft-repair,Wife,White
49,Local-gov,Some-college,7,Separated,Protective-serv,Unmarried,Black
81,State-gov,Bachelors,3,Married-spouse-absent,Armed-Forces,Husband,Other
39,Federal-gov,5th-6th,14,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo
75,Local-gov,Bachelors,1,Married-spouse-absent,Armed-Forces,Husband,White
68,Local-gov,Bachelors,6,Married-spouse-absent,Armed-Forces,Unmarried,Asian-Pac-Islander
80,Self-emp-inc,7th-8th,4,Divorced,Sales,Husband,Asian-Pac-Islander
78,Self-emp-not-inc,5th-6th,14,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander
